Date,Mom   ,BXM Level (Volatility),Mkt-RF,SMB,HML,RF,Last_Price (High Yield Credit Spread),PS_VWF (Liquidity)
1999-07-16,0.07,0.0019560747486124797,0.49,-0.43,-0.08,0.018000000000000002,0.005865119452398204,
1999-07-19,0.48,-0.0040708765649686285,-0.82,0.06,0.62,0.018000000000000002,0.003891055492966533,
1999-07-20,-1.14,-0.012347867019238734,-2.22,0.13,1.07,0.018000000000000002,0.0038759738446929592,
1999-07-21,0.52,0.0018454044234337275,0.27,0.18,-0.53,0.018000000000000002,-0.013632148790057697,
1999-07-22,-1.13,-0.00952463051056096,-1.33,0.04,0.93,0.018000000000000002,-0.02985296314968111,
1999-07-23,0.56,-0.002989643997348246,-0.32,-0.23,0.01,0.018000000000000002,0.0,
1999-07-26,-0.98,-0.0052092188324683875,-1.01,-0.59,0.8,0.018000000000000002,0.004032263527938396,
1999-07-27,0.79,0.010549122615514328,1.12,-0.35,-0.74,0.018000000000000002,0.006018072325562951,
1999-07-28,0.87,0.0014180054019430344,0.15,0.3,-0.43,0.018000000000000002,0.005982071677547607,
1999-07-29,-0.57,-0.01430684938189053,-1.75,0.71,0.48,0.018000000000000002,0.011857846450783471,
1999-07-30,0.5,-0.007409684258355753,-0.72,1.54,-0.19,0.018000000000000002,-0.011857846450783471,-0.009462755
1999-08-02,-0.18,-0.00044704726033995,-0.27,-0.54,0.51,0.018000000000000002,0.0,
1999-08-03,-0.39,-0.003978571172188694,-0.78,-0.75,0.49,0.018000000000000002,0.001986097971629297,
1999-08-04,-0.43,-0.012376954666898143,-1.45,-0.47,1.24,0.018000000000000002,0.005934735519814716,
1999-08-05,0.49,0.006415389890130463,0.63,-0.64,-0.46,0.018000000000000002,0.01953187091724584,
1999-08-06,0.23,-0.00971154584505829,-1.0,0.82,0.13,0.018000000000000002,-0.0294427548167,
1999-08-09,-0.64,-0.001898850305803279,-0.41,-0.49,0.84,0.018000000000000002,0.005958309583630639,
1999-08-10,0.02,-0.012597751915705224,-1.16,0.36,0.07,0.018000000000000002,0.005923018303122252,
1999-08-11,1.02,0.01606408636638257,1.63,-0.64,-0.23,0.018000000000000002,0.009794397592287618,
1999-08-12,0.17,-0.00286342401942008,-0.14,0.29,0.12,0.018000000000000002,0.005830920310793131,
1999-08-13,1.45,0.022502484501584874,2.21,-0.93,-0.97,0.018000000000000002,0.019194447256147162,
1999-08-16,0.13,0.0024613860391653475,0.26,0.03,-0.53,0.018000000000000002,0.003795070968551695,
1999-08-17,0.24,0.010067615476185843,0.97,-0.61,-0.29,0.018000000000000002,0.0037807228399058257,
1999-08-18,-0.24,-0.008358913139939972,-0.75,0.39,-0.21,0.018000000000000002,0.0,
1999-08-19,-0.76,-0.006888210254198945,-0.78,0.62,0.67,0.018000000000000002,-0.0075757938084575205,
1999-08-20,0.17,0.007812539736793411,0.88,-0.31,-0.44,0.018000000000000002,0.003795070968551695,
1999-08-23,1.24,0.007064164285468522,1.76,-0.93,-0.9,0.018000000000000002,-0.005698021114637797,
1999-08-24,0.65,0.002220460864740481,0.18,-0.03,-0.37,0.018000000000000002,0.011363758650315026,
1999-08-25,0.06,0.00398795360006865,1.2,-0.29,-1.39,0.018000000000000002,0.016807118316381375,
1999-08-26,0.09,-0.0037063427843522234,-1.18,0.88,0.28,0.018000000000000002,-0.0074349784875180625,
1999-08-27,0.07,-0.002766740977716786,-0.99,0.47,0.38,0.018000000000000002,-0.011257154524634716,
1999-08-30,-0.11,-0.007137131712075195,-1.78,1.03,-0.08,0.018000000000000002,-0.015209418663528762,
1999-08-31,0.85,-0.0007467596314523206,-0.17,0.26,-0.12,0.018000000000000002,0.0076336248550712416,-0.0029561270000000002
1999-09-01,0.34,0.006435793043640281,0.77,-0.21,-0.14,0.018000000000000002,0.0018993358036523134,
1999-09-02,-0.05,-0.0049783518386758985,-0.86,0.36,0.11,0.018000000000000002,-0.0038022859497384154,
1999-09-03,1.33,0.01440624430165549,2.84,-0.93,-1.25,0.018000000000000002,0.018868484304382704,
1999-09-07,0.92,-0.0010860046609497687,-0.34,0.98,-0.1,0.018000000000000002,-0.005623257554361993,
1999-09-08,0.12,-0.0003155127107676847,-0.55,0.19,0.31,0.018000000000000002,0.01121507082013995,
1999-09-09,0.6,0.002381412111448711,0.31,0.15,0.05,0.018000000000000002,-0.0018604656529197516,
1999-09-10,0.52,0.003108304112615201,0.43,0.46,-0.48,0.018000000000000002,0.011111225425070703,
1999-09-13,-0.38,-0.0009244966077064376,-0.63,0.17,0.31,0.018000000000000002,0.0018399269220072956,
1999-09-14,0.57,-0.0015543818350334249,-0.53,0.28,-0.24,0.018000000000000002,-0.007380107297622507,
1999-09-15,-1.05,-0.007015972511433155,-1.28,0.61,0.82,0.018000000000000002,0.007380107297622507,
1999-09-16,0.3,0.001969439170744991,-0.2,-0.87,0.04,0.018000000000000002,0.0036697288889622204,
1999-09-17,1.03,0.009859013204664535,1.22,-0.17,-0.83,0.018000000000000002,0.005479465764625768,
1999-09-20,0.24,0.0007650710672084671,0.0,0.06,-0.6,0.018000000000000002,-0.005479465764625768,
1999-09-21,-0.19,-0.012030430640606049,-1.93,0.68,0.09,0.018000000000000002,-0.0018331810816607508,
1999-09-22,0.56,0.002284309550677932,0.28,0.1,-0.74,0.018000000000000002,0.007312646846286519,
1999-09-23,-0.76,-0.016868104401903672,-2.35,0.48,0.86,0.018000000000000002,0.02340340838416033,
1999-09-24,0.07,-0.0017687261746264227,-0.2,-0.42,-0.33,0.018000000000000002,0.005323881252750073,
1999-09-27,0.61,0.013939549700167753,0.42,0.56,-0.36,0.018000000000000002,-0.005323881252750073,
1999-09-28,0.11,-0.007629368334005626,-0.23,-0.01,-0.82,0.018000000000000002,-0.012533736147256613,
1999-09-29,-0.15,-0.009139493474879856,-0.8,0.6,0.56,0.018000000000000002,-0.003610112224099682,
1999-09-30,0.33,0.010240580465432636,0.92,0.36,-0.86,0.018000000000000002,0.02146772962410637,-0.073760265
1999-10-01,-0.19,0.0005678289567887518,-0.16,-0.11,-0.28,0.018000000000000002,-0.010676257991341975,
1999-10-04,1.09,0.014179388048956021,1.67,-1.35,-0.26,0.018000000000000002,0.0017873105740957573,
1999-10-05,0.66,-0.0016804373090417712,-0.1,-0.13,-0.2,0.018000000000000002,-0.010772096981911172,
1999-10-06,0.39,0.015885764310779926,1.82,-1.1,-0.61,0.018000000000000002,-0.0036166404701885035,
1999-10-07,0.05,-0.004943744835889774,-0.47,0.31,-0.14,0.018000000000000002,0.0036166404701885035,
1999-10-08,-0.09,0.012330952234282933,1.09,-0.85,-0.47,0.018000000000000002,-0.0018066852249489784,
1999-10-11,1.14,0.0007186243786030388,0.21,0.37,-0.13,0.018000000000000002,-0.0018099552452395251,
1999-10-12,-0.14,-0.01235667192884371,-1.72,0.4,0.56,0.018000000000000002,-0.00909924385511407,
1999-10-13,-0.67,-0.019938398790193546,-2.04,0.4,1.05,0.018000000000000002,0.0018264845260345108,
1999-10-14,0.3,-0.0014849912568744017,-0.02,-0.27,0.02,0.018000000000000002,-0.0073260400920729385,
1999-10-15,-0.39,-0.024481662511567137,-2.65,1.69,0.3,0.018000000000000002,0.018215439891341,
1999-10-18,-0.98,0.004395929544305233,0.09,-1.5,0.16,0.018000000000000002,-0.010889399799268062,
1999-10-19,0.31,0.00394527574676129,0.75,-0.14,-0.82,0.018000000000000002,-0.005489492284771469,
1999-10-20,2.4,0.010712120816959825,1.86,-0.59,-1.32,0.018000000000000002,0.005489492284771469,
1999-10-21,0.43,-0.001352794795128176,-0.16,0.22,-0.22,0.018000000000000002,0.0,
1999-10-22,0.08,0.006904964731178076,1.31,-1.04,0.55,0.018000000000000002,0.009082714574319084,
1999-10-25,-0.16,-0.00203635403754987,-0.43,0.31,0.05,0.018000000000000002,0.0,
1999-10-26,0.5,-0.002093795679491528,-0.85,0.73,-0.04,0.018000000000000002,-0.003623192369420325,
1999-10-27,-0.75,0.0025368342222300555,0.89,-1.19,0.11,0.018000000000000002,0.007233304593520007,
1999-10-28,0.1,0.007202785134122536,3.33,-2.09,-0.83,0.018000000000000002,0.014311514393255953,
1999-10-29,1.05,0.0018979672850383267,1.73,-1.01,-0.38,0.018000000000000002,0.019349768179875992,0.1075289
1999-11-01,0.03,-0.0005444184077640912,-0.38,1.28,-0.51,0.017,-0.008748962193235288,
1999-11-02,-0.03,0.0013166327707132552,-0.33,0.19,0.46,0.017,0.005258557253466689,
1999-11-03,0.52,0.0012973808755516458,0.69,1.07,-0.69,0.017,0.0034904049397685988,
1999-11-04,0.8,0.0007881256154691485,0.66,-0.1,-0.53,0.017,-0.0017436796048266867,
1999-11-05,0.46,8.75311830403902e-05,0.79,-0.33,-0.37,0.017,-0.008764297993588466,
1999-11-08,0.16,0.0015043383749366868,0.59,0.46,-0.65,0.017,-0.0017621149933990665,
1999-11-09,0.12,-6.991906870634779e-05,-0.78,1.17,0.15,0.017,-0.0070796755880617734,
1999-11-10,1.05,6.991906870634779e-05,0.53,0.39,-0.58,0.017,-0.0071301549845912415,
1999-11-11,0.89,0.0017812864896500358,0.37,0.13,-0.69,0.017,0.0,
1999-11-12,0.11,-0.0008029324920810765,1.1,-0.91,0.12,0.017,0.019486887673496822,
1999-11-15,-0.66,-0.0004191773705608526,0.03,0.64,0.46,0.017,0.003502630551201813,
1999-11-16,0.44,-0.0015909789622803316,1.84,-0.77,-0.71,0.017,-0.007017572658646554,
1999-11-17,-0.4,0.0020450798503413026,-0.63,1.01,-0.01,0.017,-0.007067167223092419,
1999-11-18,0.47,0.001535428564001684,1.13,0.76,-1.43,0.017,-0.0017746233583684212,
1999-11-19,0.08,-0.000488289774799533,-0.11,0.34,-0.5,0.017,-0.005342844410495484,
1999-11-22,-0.46,-0.00010466455021251875,0.02,0.27,-0.97,0.017,-0.0017873105740957573,
1999-11-23,0.37,-0.005755940207263777,-1.29,0.08,0.31,0.017,0.0,
1999-11-24,0.6,0.005912932924868386,0.87,0.08,-0.89,0.017,0.0,
1999-11-26,0.4,0.0010808361842258307,0.23,0.93,-0.22,0.017,-0.0071813594086647115,
1999-11-29,-0.27,-0.00408541518352834,-0.6,0.6,-0.18,0.017,-0.020018866890491704,
1999-11-30,-0.43,-0.008062505799180997,-1.28,-0.23,1.33,0.017,0.005499555566038428,-0.008733994
1999-12-01,1.15,0.0062238676241577195,0.49,-0.13,-0.32,0.02,-0.0018298266770762073,
1999-12-02,1.34,0.005279178781733229,1.15,0.54,-1.01,0.02,-0.0036697288889622204,
1999-12-03,1.21,0.00912883812696652,1.59,-1.07,-0.51,0.02,0.009149194653587989,
1999-12-06,1.16,-0.001296557390058517,-0.42,0.86,-0.51,0.02,-0.007312646846286519,
1999-12-07,0.72,-0.00635143132997662,-0.43,1.08,-1.13,0.02,0.003663007758736958,
1999-12-08,0.84,0.00024369440841898182,-0.08,0.91,-0.41,0.02,-0.003663007758736958,
1999-12-09,0.58,0.0032667274923880996,0.3,-0.23,-0.55,0.02,-0.0018365478073014696,
1999-12-10,0.45,0.005518710971241347,0.51,0.57,-0.68,0.02,0.0073260400920729385,
1999-12-13,1.14,-0.0008284575630472801,0.05,1.12,-0.66,0.02,-0.011009285508369437,
1999-12-14,-0.64,-0.004308673315106759,-1.33,-0.5,1.25,0.02,-0.028065452898283993,
1999-12-15,0.87,0.006998654762315759,0.54,-1.01,0.13,0.02,-0.00761908447643922,
1999-12-16,0.56,0.0037813076800885526,0.61,0.54,-0.73,0.02,-0.009606221805440018,
1999-12-17,0.84,-0.0012359455697428245,0.27,0.0,-0.22,0.02,0.013423020332140823,
1999-12-20,0.63,-0.0010139287165999988,-0.08,0.66,-0.68,0.02,-0.00956945101615081,
1999-12-21,0.58,0.007502733082438873,1.44,0.29,-0.79,0.02,-0.003853569315990013,
1999-12-22,0.08,0.0006312216053254716,0.33,0.03,-0.18,0.02,0.005774799493883931,
1999-12-23,0.06,0.007442179318114306,1.3,-0.48,-0.34,0.02,-0.01352677629820187,
1999-12-27,0.8,-0.000965373649141732,-0.21,0.76,-0.74,0.02,0.005819609053264063,
1999-12-28,0.23,-0.0004067520902122368,0.21,0.24,0.15,0.02,0.0019323677510538761,
1999-12-29,-0.21,0.003975677505888342,0.64,1.01,-0.13,0.02,0.009606221805440018,
1999-12-30,-0.74,-6.753904603673533e-05,0.08,0.04,-0.14,0.02,-0.005752652489450005,
1999-12-31,0.37,0.0012318701513089891,0.52,1.32,0.33,0.02,-0.019418085857101586,-0.024883176
2000-01-03,-0.1,-0.00015179241573015645,-0.71,0.41,-0.86,0.021,-0.015810606026642304,
2000-01-04,-1.86,-0.02111980319454787,-4.06,-0.08,2.24,0.021,0.02750664578983364,
2000-01-05,-0.51,0.0015664406277382525,-0.09,0.19,0.11,0.021,-0.009737175277858334,
2000-01-06,-1.49,0.0021648749048175375,-0.73,-0.66,1.34,0.021,0.011673284304724696,
2000-01-07,0.59,0.018062944328427477,3.21,-0.57,-1.26,0.021,0.0019323677510538761,
2000-01-10,2.0,0.005831900294719361,1.76,1.0,-1.53,0.021,0.0019286409064056542,
2000-01-11,-1.16,-0.004753714910870066,-1.71,0.15,0.95,0.021,-0.015534292962184226,
2000-01-12,-0.63,-0.0010276194669520677,-0.69,-0.56,0.93,0.021,-0.0058881426252224145,
2000-01-13,0.22,0.006970425031165739,1.59,1.03,-1.35,0.021,0.01562531790308075,
2000-01-14,1.18,0.0050920432242751446,1.15,0.14,-0.23,0.021,-0.005830920310793131,
2000-01-18,1.3,-0.0008329863038918361,-0.25,2.56,-0.48,0.021,-0.00782782862024689,
2000-01-19,0.79,0.0012825105649598711,0.44,0.92,-0.5,0.021,0.00782782862024689,
2000-01-20,1.77,0.0024604757138746436,-0.37,1.94,-1.19,0.021,-0.01176484157958635,
2000-01-21,1.36,-0.010918670027930233,0.23,1.42,-0.48,0.021,0.007858586612521146,
2000-01-24,-1.28,-0.017031629951167027,-2.59,1.1,0.83,0.021,0.003906254967065204,
2000-01-25,1.38,0.005160400780028773,0.49,-0.23,-0.42,0.021,0.007767029337659492,
2000-01-26,-0.89,-0.0029771800046081154,-0.44,-0.25,0.33,0.021,0.007707167244937807,
2000-01-27,-0.67,-0.0025076992644903484,-0.44,-0.38,-0.11,0.021,-0.0019212301778939178,
2000-01-28,-1.58,-0.02378348475688785,-2.82,-0.11,1.36,0.021,0.005752652489450005,
2000-01-31,-0.32,0.022758124081913245,1.5,-2.86,-0.41,0.021,0.005719748672786906,0.014594939
2000-02-01,1.29,0.008580528657190278,1.29,-0.14,0.14,0.022000000000000002,0.0075757938084575205,
2000-02-02,0.78,0.0010504736568579531,0.16,1.71,-0.52,0.022000000000000002,0.005644417619677045,
2000-02-03,0.97,0.008901535613293987,1.49,1.36,-1.37,0.022000000000000002,0.005612736904957671,
2000-02-04,1.02,-0.00013428226151468436,-0.05,1.18,-0.62,0.022000000000000002,-0.009372139828863313,
2000-02-07,0.96,0.0010402161903027007,0.35,1.71,-1.39,0.022000000000000002,-0.00756147270057661,
2000-02-08,1.61,0.008964627458095897,1.23,0.7,-1.8,0.022000000000000002,-0.0018993358036523134,
2000-02-09,0.29,-0.014429443526668528,-1.83,1.81,-0.11,0.022000000000000002,-0.0076336248550712416,
2000-02-10,2.61,0.0036017273350914536,0.57,1.57,-1.14,0.022000000000000002,0.0,
2000-02-11,-0.24,-0.018276651420708667,-1.74,1.08,0.64,0.022000000000000002,0.01332084397566069,
2000-02-14,0.96,0.002426687909021119,0.24,0.6,0.19,0.022000000000000002,0.0056550574833451606,
2000-02-15,-0.41,0.00873501577392144,0.7,-0.62,-0.03,0.022000000000000002,0.0037523496185503102,
2000-02-16,0.51,-0.010015983335651235,-0.58,1.95,-0.49,0.022000000000000002,0.009319731948802312,
2000-02-17,1.12,0.0005296655542226247,0.46,2.07,-1.25,0.022000000000000002,-0.005581409838194995,
2000-02-18,-0.24,-0.02376722568019396,-2.69,1.12,0.66,0.022000000000000002,0.01113184036884407,
2000-02-22,-0.47,0.006103641012625616,0.11,-1.13,0.48,0.022000000000000002,0.025502292810936078,
2000-02-23,2.28,0.004544752744409131,1.24,0.97,-1.69,0.022000000000000002,-0.005410292728247557,
2000-02-24,1.74,-0.002269794527237856,0.01,1.12,-0.49,0.022000000000000002,0.003610112224099682,
2000-02-25,0.57,-0.009954147058476082,-1.04,1.59,0.23,0.022000000000000002,-0.010869672236903716,
2000-02-28,0.31,0.009867411523740266,0.76,-0.2,-0.1,0.022000000000000002,0.01266985274105159,
2000-02-29,1.86,0.009702277231085965,1.96,1.97,-0.71,0.022000000000000002,-0.01266985274105159,0.015426657
2000-03-01,1.03,0.0068827638292576765,1.39,1.07,-0.61,0.02,-0.010989121575595284,
2000-03-02,1.27,0.0014492632607998601,-0.08,0.01,0.33,0.02,0.003676474729308765,
2000-03-03,1.9,0.00836455813887671,2.3,-0.1,-0.93,0.02,0.0018331810816607508,
2000-03-06,1.11,-0.003910586407498862,-0.77,1.65,0.37,0.02,-0.0018331810816607508,
2000-03-07,0.87,-0.01402375039771453,-2.2,0.82,0.43,0.02,0.005489492284771469,
2000-03-08,-0.5,0.006293157477881728,0.69,-0.58,-0.26,0.02,0.0,
2000-03-09,0.81,0.01267129771315556,2.45,-0.35,-0.51,0.02,0.007272759329079559,
2000-03-10,0.42,-0.0014526048091703103,-0.43,0.21,0.28,0.02,-0.007272759329079559,
2000-03-13,-1.69,-0.0012177591356890005,-1.48,-1.17,1.17,0.02,0.007272759329079559,
2000-03-14,-2.26,-0.010069311005540094,-2.33,-1.31,1.34,0.02,0.01973158186259516,
2000-03-15,-5.29,0.014426101307555506,0.83,-5.05,1.45,0.02,0.005314450063492515,
2000-03-16,-2.42,0.0035658457039362546,4.25,-3.73,0.33,0.02,0.010544913176614878,
2000-03-17,1.77,0.012414435856316963,0.62,0.67,-0.62,0.02,0.010434877292579747,
2000-03-20,-1.41,-0.003105824667520629,-1.71,-2.76,2.22,0.02,0.0034542348680874913,
2000-03-21,-0.76,0.011839937234171316,1.95,-2.26,-0.39,0.02,0.013698844358161821,
2000-03-22,2.87,0.0037410210007129407,1.31,2.45,-1.33,0.02,0.003395589001138344,
2000-03-23,0.63,0.0026496147393100244,1.48,-1.09,0.4,0.02,0.005071862097960178,
2000-03-24,-0.06,-0.0011276814269596258,0.11,-0.31,-0.03,0.02,-0.01529341616949842,
2000-03-27,0.99,0.0007846086349845294,-0.39,0.39,-0.45,0.02,0.01529341616949842,
2000-03-28,-1.41,-0.004126080352275352,-1.34,-1.2,0.94,0.02,0.013400535537482217,
2000-03-29,-2.84,0.0018850455943777433,-1.0,-2.43,1.9,0.02,0.004979263399607303,
2000-03-30,-3.43,-0.0028206912991617372,-1.76,-2.05,1.64,0.02,0.054764085409974905,
2000-03-31,1.46,0.0025422561031538393,1.19,0.27,0.02,0.02,0.017094433359300165,-0.0029429070000000002
2000-04-03,-4.93,0.00310752269957959,-1.67,-4.0,2.1,0.024,0.0030769255044793553,
2000-04-04,-2.02,-0.0036646257780548197,-1.2,-1.76,0.26,0.024,0.00917437627604123,
2000-04-05,0.97,-0.0014269432218112499,0.01,1.41,-0.82,0.024,0.0045558165358605685,
2000-04-06,2.12,0.004944588229585989,1.47,1.37,-0.42,0.024,-0.010662705744040046,
2000-04-07,2.47,0.005245251401001738,1.42,1.8,-0.62,0.024,0.006106889208179478,
2000-04-10,-3.35,-0.001984095367016714,-1.95,-3.51,2.16,0.024,0.010598130991823274,
2000-04-11,-2.74,-0.0005536467549536184,-1.01,-2.46,2.21,0.024,-0.012121360532344916,
2000-04-12,-5.89,-0.007701338782663214,-2.97,-2.83,2.82,0.024,-0.007651146735519587,
2000-04-13,-1.64,-0.010726529461696721,-1.8,-0.29,0.93,0.024,0.0030674870678617516,
2000-04-14,-3.01,-0.052942419270199714,-6.72,-1.32,2.12,0.024,0.012176710575255267,
2000-04-17,1.87,0.032527390069877704,2.94,-1.67,-1.5,0.024,-0.024503523055913856,
2000-04-18,5.12,0.027243815895451107,3.84,3.35,-2.46,0.024,0.0015491869868293762,
2000-04-19,0.15,-0.008539139727001377,-0.8,1.45,0.13,0.024,0.006172859107080875,
2000-04-20,-0.68,0.004857718471236616,0.09,-1.17,1.07,0.024,-0.001539646185592769,
2000-04-24,-2.56,-0.002119241177932274,-1.01,-2.33,1.11,0.024,0.013772214621227352,
2000-04-25,2.56,0.01594903915878554,3.74,0.45,-1.05,0.024,-0.015314234973042629,
2000-04-26,-0.12,-0.0059224045888921495,-1.23,0.25,1.36,0.024,0.01074453928297725,
2000-04-27,2.0,0.0039303720576517875,0.76,1.44,-0.74,0.024,-0.01074453928297725,
2000-04-28,1.2,-0.0028315879893483498,0.07,2.33,-0.08,0.024,0.004618945856294632,-0.044683412
2000-05-01,1.18,0.005231334474131266,1.4,1.24,-1.28,0.023,-0.010810916104215584,
2000-05-02,-1.58,-0.007085207219152068,-2.07,-1.26,1.93,0.023,-0.001554001866734378,
2000-05-03,-0.95,-0.013656716450353379,-2.09,0.35,-0.45,0.023,-0.026794353137520766,
2000-05-04,-0.12,-0.0017828138183189068,0.0,0.9,-0.12,0.023,-0.00641027836091923,
2000-05-05,0.91,0.014092086920331148,1.48,0.79,-0.69,0.023,-0.009693129205659456,
2000-05-08,-2.08,-0.002403609862878575,-0.98,-1.63,1.47,0.023,-0.0048820275973084915,
2000-05-09,-1.56,-0.005570216301514996,-1.19,-0.98,0.93,0.023,0.0048820275973084915,
2000-05-10,-2.62,-0.014743840768550953,-2.7,-1.08,0.9,0.023,0.016103407566578687,
2000-05-11,0.84,0.015837189672299523,2.08,0.33,-0.24,0.023,0.0031897953681001567,
2000-05-12,0.43,0.008474207830387215,0.81,-0.65,0.49,0.023,-0.011209084534719915,
2000-05-15,0.54,0.015055519493945901,2.13,-0.77,-0.8,0.023,0.006420567802922772,
2000-05-16,0.95,0.005386849147158479,1.3,0.36,-0.67,0.023,0.006379606964038942,
2000-05-17,-0.09,-0.003932444469394447,-1.38,0.19,0.74,0.023,-0.011191163961261186,
2000-05-18,-1.19,-0.00027455889056948735,-1.09,-1.29,1.07,0.023,-0.004834820054583133,
2000-05-19,-1.34,-0.019260688206815146,-2.39,-0.23,0.86,0.023,0.01920058985661699,
2000-05-22,-0.95,-0.0011698316611932214,-0.73,-1.03,-0.28,0.023,0.011032420803576581,
2000-05-23,-1.97,-0.010790487830839801,-2.38,-0.92,1.44,0.023,0.001566171032745034,
2000-05-24,-0.31,0.012931393098359223,1.55,-1.15,-1.28,0.023,0.00468384931242638,
2000-05-25,-0.16,-0.008043846587653114,-1.29,0.55,0.05,0.023,0.01238405919972152,
2000-05-26,-0.46,-1.6583885439125368e-05,-0.18,0.25,-0.06,0.023,0.015267472130788384,
2000-05-30,3.37,0.019396398822694394,3.82,0.8,-2.3,0.023,0.001514004831215221,
2000-05-31,0.11,0.001202919663235491,-0.22,0.05,0.53,0.023,0.015015297119995497,-0.029131742999999998
2000-06-01,1.77,0.008943865670289597,2.5,0.85,-1.63,0.018000000000000002,0.008902135940593192,
2000-06-02,2.21,0.0038728906228842064,2.91,1.77,-2.53,0.018000000000000002,0.0,
2000-06-05,1.01,-0.0019426054674154258,-0.37,1.33,-0.6,0.018000000000000002,0.0,
2000-06-06,0.11,-0.00019286093179449182,-0.87,0.74,0.13,0.018000000000000002,-0.0029585820397450835,
2000-06-07,0.3,0.0028890157322232213,1.16,0.24,-0.71,0.018000000000000002,-0.0074349784875180625,
2000-06-08,1.3,-0.0005610997702421017,-0.6,0.73,0.16,0.018000000000000002,0.0,
2000-06-09,0.91,-0.0005935051464289742,0.04,1.59,-0.2,0.018000000000000002,-0.00598804184462276,
2000-06-12,-0.79,0.00022461094270553872,-1.19,-0.92,1.34,0.018000000000000002,0.010455659104338766,
2000-06-13,1.19,0.004258050294598803,1.45,-0.15,-0.99,0.018000000000000002,-0.005961269516499446,
2000-06-14,-0.03,0.00028748482916896023,-0.16,-0.32,0.34,0.018000000000000002,0.0,
2000-06-15,1.09,0.0017231755360835876,0.5,0.32,-1.21,0.018000000000000002,-0.00149588659158284,
2000-06-16,2.06,-0.007311974082163886,-0.74,1.35,-0.21,0.018000000000000002,0.008941937375661402,
2000-06-19,1.23,0.00823615911241049,1.66,0.21,-1.35,0.018000000000000002,0.0029629651306570803,
2000-06-20,0.61,-0.003030692040939975,-0.25,0.95,-0.48,0.018000000000000002,-0.0044477463982361964,
2000-06-21,1.16,0.0027758297448441382,0.36,0.7,-0.53,0.018000000000000002,-0.005961269516499446,
2000-06-22,-1.08,-0.009861918136175873,-1.88,0.04,0.52,0.018000000000000002,0.0044742803949211485,
2000-06-23,0.47,-0.0038203362254574103,-0.99,-0.31,0.94,0.018000000000000002,-0.005970166986503989,
2000-06-26,1.09,0.006615878035139744,0.92,1.33,-1.31,0.018000000000000002,0.030953097477012914,
2000-06-27,-0.59,-0.0016217478284863418,-0.55,-0.65,0.83,0.018000000000000002,0.017266616020931602,
2000-06-28,0.59,0.005177164770483245,0.77,1.9,-1.26,0.018000000000000002,0.02535347068645666,
2000-06-29,0.52,-0.00368377634851047,-0.67,0.04,0.66,0.018000000000000002,0.09290496312482754,
2000-06-30,0.38,0.006429758884062053,0.74,1.84,-1.51,0.018000000000000002,-0.1785264858254032,-0.033653669
2000-07-03,-0.58,0.004073130959385551,0.91,-0.66,0.85,0.024,0.007547205635383136,
2000-07-05,-1.67,-0.008002848476555968,-1.6,-0.13,1.85,0.024,0.0015026298845348673,
2000-07-06,0.67,0.00520435402006747,0.87,0.01,-0.17,0.024,-0.009049835519918004,
2000-07-07,1.11,0.009492563653141772,1.46,-0.75,-0.8,0.024,0.006042314455962705,
2000-07-10,-0.27,-0.00041016580738784114,-0.13,0.12,0.6,0.024,-0.004528309624747484,
2000-07-11,0.37,0.0027417567559027134,0.12,-0.26,0.09,0.024,-0.004548908526369022,
2000-07-12,0.79,0.0036753775647309084,1.31,0.37,-0.65,0.024,0.0,
2000-07-13,0.05,0.0008619136582739273,0.51,0.26,-0.57,0.024,0.007570058860545181,
2000-07-14,-0.09,0.004064474322440503,0.94,-0.43,-0.41,0.024,-0.018265347977293178,
2000-07-17,0.93,0.0002495827301709497,0.1,1.1,-1.32,0.024,-0.009259325412796837,
2000-07-18,-1.01,-0.0018577645046136126,-1.35,0.13,1.18,0.024,0.0,
2000-07-19,-0.88,-0.0005314243861294088,-1.19,-0.36,1.26,0.024,-0.003105592558153125,
2000-07-20,1.64,0.0038698047856202678,1.33,-0.23,-0.81,0.024,0.021539294246991192,
2000-07-21,-0.7,-0.005904329799976793,-1.3,-0.46,1.11,0.024,-0.0015232295405216423,
2000-07-24,-0.96,-0.004962789342129348,-1.44,-0.43,0.88,0.024,-0.0030534374868902425,
2000-07-25,0.1,0.0048687881827120805,0.51,-0.68,0.23,0.024,0.0,
2000-07-26,0.69,-0.01006204705464775,-1.33,0.84,0.96,0.024,0.0015278841780532737,
2000-07-27,-1.21,0.0007435473879402466,-0.9,-1.74,2.48,0.024,0.00608829886725526,
2000-07-28,-1.34,-0.015988863307946133,-2.33,-0.23,1.72,0.024,0.0,
2000-07-31,0.52,0.006917893939818676,1.03,0.77,-0.41,0.024,0.007558614973926625,0.11026282
2000-08-01,-0.66,0.004998418557030426,0.16,-1.32,1.55,0.022000000000000002,0.0,
2000-08-02,0.01,0.00023815383262348888,0.02,0.07,0.2,0.022000000000000002,0.0,
2000-08-03,0.4,0.008221130221430784,1.11,-1.36,-0.01,0.022000000000000002,0.0,
2000-08-04,0.28,0.006372147434302811,0.89,-0.73,0.22,0.022000000000000002,0.010486987495248012,
2000-08-07,0.49,0.006968995254482913,1.16,0.13,-0.72,0.022000000000000002,-0.010486987495248012,
2000-08-08,-0.51,0.00220373793326889,0.1,-0.53,1.08,0.022000000000000002,0.004507896439189807,
